,web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
147,1553042284-4955,https://socialblade.com/youtube/top/5000/mostsubscribed,Unbox Therapy,https://socialblade.com/youtube/c/un-boxtherapy,Unbox Therapy,1571,13904321,2749581672,CA,Tech,"Dec 21st, 2010",A-,,https://youtube.com/channel/UCsTcErHg8oDvUnTzoqsYeNw,,https://instagram.com/unboxtherapy,,https://plus.google.com/111749552663635945392,€17.9K - €287.1K,€215.3K - €3.4M
148,1553042275-4953,https://socialblade.com/youtube/top/5000/mostsubscribed,jeffreestar,https://socialblade.com/youtube/user/jeffreestar,jeffreestar,331,13792620,1495145932,US,Howto,"Feb 14th, 2006",A,,https://youtube.com/channel/UCkvK_5omS-42Ovgah8KRKtg,,https://www.instagram.com/jeffreestar,,https://plus.google.com/111373505455343238815,€20K - €320.4K,€240.3K - €3.8M
149,1553042268-4952,https://socialblade.com/youtube/top/5000/mostsubscribed,Linkin Park,https://socialblade.com/youtube/c/linkin-park,Linkin Park,491,13733988,6895889144,US,Music,"Nov 28th, 2006",A,,https://youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q,,https://www.instagram.com/linkinpark,,https://plus.google.com/108224757437677099038,€25.3K - €404.4K,€303.3K - €4.9M
150,1553042255-4950,https://socialblade.com/youtube/top/5000/mostsubscribed,Gaane Sune Ansune,https://socialblade.com/youtube/c/gaanesuneansune,Gaane Sune Ansune,2027,13695665,6189181644,IN,Music,"Aug 24th, 2015",A,,https://youtube.com/channel/UCtW7qWjpCZ8zps-Cf2NF26w,,https://www.facebook.com/gaanesuneansune,,https://twitter.com/gaanesuneansune,€76.2K - €1.2M,€914.6K - €14.6M
151,1553042259-4951,https://socialblade.com/youtube/top/5000/mostsubscribed,EnriqueIglesiasVEVO,https://socialblade.com/youtube/user/enriqueiglesiasvevo,EnriqueIglesiasVEVO,132,13678085,11944885789,US,Music,"May 12th, 2009",A,,https://youtube.com/channel/UCVttQE6tS_agDSAU61Q65aA,,https://www.facebook.com/enrique?v=wall,,https://twitter.com/#!/enrique305,€23.7K - €379.2K,€284.4K - €4.6M
152,1553042251-4949,https://socialblade.com/youtube/top/5000/mostsubscribed,BeyoncéVEVO,https://socialblade.com/youtube/user/beyoncevevo,BeyoncéVEVO,131,13600886,9435564611,US,Music,"Sep 2nd, 2009",A,,https://youtube.com/channel/UC9zX2xZIJ4cnwRsgBpHGvMg,,https://twitter.com/beyonce,,https://plus.google.com/115286727848259732996,€21.6K - €346K,€259.5K - €4.2M
153,1553042247-4948,https://socialblade.com/youtube/top/5000/mostsubscribed,JukiLop,https://socialblade.com/youtube/c/jukilop,JukiLop,71,13566308,838978140,MX,,"Sep 15th, 2017",B+,,https://youtube.com/channel/UCHDeuavvkVwDyJgRFVfbpXA,,https://youtube.com/channel/UCHDeuavvkVwDyJgRFVfbpXA,,https://www.instagram.com/juki_lop/,€4.5K - €71.8K,€53.8K - €861.2K
154,1553042243-4947,https://socialblade.com/youtube/top/5000/mostsubscribed,Totoykids,https://socialblade.com/youtube/c/tototoykids,Totoykids,752,13419188,6421641381,BR,Film,"Dec 2nd, 2014",A,,https://youtube.com/channel/UCy7whoHQXzhYxp9AQmrPFVw,,https://www.instagram.com/totoykidsfamily/,,https://plus.google.com/107688353409345625086,€38.8K - €620.6K,€465.5K - €7.4M
155,1553042239-4946,https://socialblade.com/youtube/top/5000/mostsubscribed,Wengie,"https://socialblade.com/youtube/c/wengie,",Wengie,230,13408655,1371356460,US,Howto,"Sep 9th, 2010",B+,,https://youtube.com/channel/UCD9PZYV5heAevh9vrsYmt1g,,https://www.instagram.com/misswen,,https://plus.google.com/100661727944955389301,€5.9K - €93.8K,€70.4K - €1.1M
156,1553042235-4945,https://socialblade.com/youtube/top/5000/mostsubscribed,NickiMinajAtVEVO,https://socialblade.com/youtube/user/nickiminajatvevo,NickiMinajAtVEVO,63,13373424,6319522951,US,Music,"Apr 1st, 2010",A-,,https://youtube.com/channel/UCaum3Yzdl3TbBt8YUeUGZLQ,,https://twitter.com//nickiminaj,,https://plus.google.com/109113840482466112972,€15.3K - €244.9K,€183.6K - €2.9M
157,1553042227-4944,https://socialblade.com/youtube/top/5000/mostsubscribed,Tasty,https://socialblade.com/youtube/c/buzzfeedtasty,Tasty,2805,13348952,2520240029,US,People,"Jan 22nd, 2016",A,,https://youtube.com/channel/UCJFp8uSYCjXOMnkUyb3CQ3Q,,https://youtube.com/channel/UCJFp8uSYCjXOMnkUyb3CQ3Q,,https://www.facebook.com/buzzfeedtasty,€27K - €432.3K,€324.2K - €5.2M
158,1553042219-4943,https://socialblade.com/youtube/top/5000/mostsubscribed,netd müzik,https://socialblade.com/youtube/c/netdmuzik,netd müzik,9686,13295102,28026880244,TR,Music,"Jan 23rd, 2014",A++,,https://youtube.com/channel/UCR5wZcXtOUka8jTA57flzMg,,https://instagram.com/netdmuzik,,https://plus.google.com/100671885288149779844,€123.5K - €2M,€1.5M - €23.7M
159,1553042215-4942,https://socialblade.com/youtube/top/5000/mostsubscribed,Guava Juice,https://socialblade.com/youtube/c/guava-juice,Guava Juice,1280,13287141,5408380452,US,Entertainment,"Jul 18th, 2006",A,,https://youtube.com/channel/UCMNmwqCtCSpftrbvR3KkHDA,,https://www.twitter.com/guavaroi,,https://www.instagram.com/guavaroi,€24.6K - €392.9K,€294.7K - €4.7M
160,1553042207-4941,https://socialblade.com/youtube/top/5000/mostsubscribed,TED,https://socialblade.com/youtube/c/ted~,TED,2981,13124227,1362658314,US,Tech,"Dec 6th, 2006",B+,,https://youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,,https://youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug,,https://plus.google.com/117060611629545148063,€6.5K - €103.5K,€77.6K - €1.2M
161,1553042203-4940,https://socialblade.com/youtube/top/5000/mostsubscribed,BB Ki Vines,https://socialblade.com/youtube/c/bbkivines,BB Ki Vines,138,13017599,1632904409,IN,Entertainment,"Jun 20th, 2015",B+,,https://youtube.com/channel/UCqwUrj10mAEsqezcItqvwEw,,https://twitter.com/bhuvan_bam,,https://www.instagram.com/bhuvan.bam22,€16.3K - €261K,€195.7K - €3.1M
162,1553042199-4939,https://socialblade.com/youtube/top/5000/mostsubscribed,HowToBasic,https://socialblade.com/youtube/c/howtobasic1,HowToBasic,491,13001875,2113372762,AU,Howto,"Dec 8th, 2011",A-,,https://youtube.com/channel/UCR4s1DE9J4DHzZYXMltSMAg,,https://www.twitter.com/howtobasic,,https://plus.google.com/114782736579422459964,€13.7K - €219.4K,€164.5K - €2.6M
163,1553042195-4938,https://socialblade.com/youtube/top/5000/mostsubscribed,Miss Katy,https://socialblade.com/youtube/channel/UCcartHVtvAUzfajflyeT_Gg,Miss Katy,615,12950496,6548966849,GB,People,"Nov 17th, 2014",A,,https://youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg,,https://youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg,,https://plus.google.com/113150804518917827429,€40.6K - €649.5K,€487.1K - €7.8M
164,1553042186-4937,https://socialblade.com/youtube/top/5000/mostsubscribed,Lady Gaga,https://socialblade.com/youtube/c/ladygaga,Lady Gaga,162,12933375,111506188,US,Music,"May 15th, 2008",B-,,https://youtube.com/channel/UCNL1ZadSjHpjm4q9j2sVtOA,,https://instagram.com/ladygaga,,https://plus.google.com/106063255260898090789,€138 - €2.2K,€1.7K - €26.4K
165,1553042182-4936,https://socialblade.com/youtube/top/5000/mostsubscribed,Cyprien,https://socialblade.com/youtube/c/cyprien,Cyprien,154,12900594,2160138925,FR,Comedy,"Feb 25th, 2007",B+,,https://youtube.com/channel/UCyWqModMQlbIo8274Wh_ZsQ,,https://www.instagram.com/6pri1,,https://plus.google.com/113394860713352264859,€5.3K - €84.3K,€63.2K - €1M
166,1553042175-4935,https://socialblade.com/youtube/top/5000/mostsubscribed,Renato Garcia,https://socialblade.com/youtube/c/renatogarciapr,Renato Garcia,1677,12822637,1647250495,BR,Entertainment,"Sep 29th, 2011",A,,https://youtube.com/channel/UChMJkHCD2wdvSO7CMOuLR-w,,https://www.instagram.com/renatogarciayt/,,https://plus.google.com/114139322183741606095,€16.4K - €262.3K,€196.7K - €3.1M
167,1553042164-4933,https://socialblade.com/youtube/top/5000/mostsubscribed,Atta Halilintar,https://socialblade.com/youtube/c/attahalilintar,Atta Halilintar,422,12769767,989732416,ID,Entertainment,"Jan 26th, 2014",A,,https://youtube.com/channel/UCaKLg1ELiX0zTJ6Je3c5esA,,https://www.instagram.com/attahalilintar/,,https://plus.google.com/104404926643760256494,€33.1K - €530.3K,€397.8K - €6.4M
168,1553042154-4931,https://socialblade.com/youtube/top/5000/mostsubscribed,Venus,https://socialblade.com/youtube/user/venus,Venus,4119,12714512,4638834462,IN,Music,"Sep 22nd, 2005",A,,https://youtube.com/channel/UCWi_65E_L8tQZ34C6wVAlpQ,,https://twitter.com/venusmovies,,https://plus.google.com/104935180311312783842,€63.8K - €1M,€765.7K - €12.3M
169,1553042158-4932,https://socialblade.com/youtube/top/5000/mostsubscribed,SQUEEZIE,https://socialblade.com/youtube/c/amoodiesqueezie,SQUEEZIE,1292,12707790,5957614293,FR,Comedy,"Jan 9th, 2011",A,,https://youtube.com/channel/UCWeg2Pkate69NFdBeuRFTAw,,https://instagram.com/xsqueezie/,,https://plus.google.com/113127526941309521065,€23K - €368.2K,€276.1K - €4.4M
170,1553042150-4930,https://socialblade.com/youtube/top/5000/mostsubscribed,officialpsy,https://socialblade.com/youtube/c/officialpdy,officialpsy,93,12688042,7162519132,KR,Music,"Oct 4th, 2010",B+,,https://youtube.com/channel/UCrDkAvwZum-UTjHmzDI2iIw,,https://www.instagram.com/42psy42,,https://plus.google.com/116284800186068282000,€9.5K - €151.7K,€113.8K - €1.8M
171,1553042142-4928,https://socialblade.com/youtube/top/5000/mostsubscribed,Erlania e Valentina,https://socialblade.com/youtube/c/erlaniaevalentina,Erlania e Valentina,627,12662629,3289752902,BR,Film,"Apr 14th, 2014",A,,https://youtube.com/channel/UC0ebPa2q1rwZVN7dYemunUQ,,https://instagram.com/mariaerlaniapontes/,,https://plus.google.com/117981253043373394584,€40.7K - €651.8K,€488.9K - €7.8M
172,1553042146-4929,https://socialblade.com/youtube/top/5000/mostsubscribed,CalvinHarrisVEVO,https://socialblade.com/youtube/user/calvinharrisvevo,CalvinHarrisVEVO,122,12659287,10484334924,US,Music,"Oct 15th, 2009",A,,https://youtube.com/channel/UCaHNFIob5Ixv74f5on3lvIw,,https://instagram.com/calvinharris,,https://plus.google.com/100209379477242759489,€35.7K - €571.8K,€428.9K - €6.9M
173,1553042138-4927,https://socialblade.com/youtube/top/5000/mostsubscribed,ChrisBrownVEVO,https://socialblade.com/youtube/user/chrisbrownvevo,ChrisBrownVEVO,189,12594266,7851432573,US,Music,"Oct 15th, 2009",A,,https://youtube.com/channel/UCm1dsgJNnhaLkY3uAdqN4mA,,https://twitter.com/chrisbrown,,https://instagram.com/chrisbrownofficial,€19.8K - €316.1K,€237.1K - €3.8M
174,1553042134-4926,https://socialblade.com/youtube/top/5000/mostsubscribed,ExtraPolinesios,https://socialblade.com/youtube/c/extrapolinesios,ExtraPolinesios,280,12572613,2195698268,MX,People,"Jun 3rd, 2012",A-,,https://youtube.com/channel/UCY8LnVxm0Hf7DKPKuLPxb2g,,https://instagram.com/platicapolinesi,,https://plus.google.com/110549240060525076398,€12.1K - €193K,€144.7K - €2.3M
175,1553042130-4925,https://socialblade.com/youtube/top/5000/mostsubscribed,Becky G,https://socialblade.com/youtube/c/beckyg,Becky G,54,12518280,33836596,US,Music,"Sep 6th, 2011",C+,,https://youtube.com/channel/UCgtNC51EUSgcZ6kKyVoPxKA,,https://instagram.com/iambeckyg,,https://plus.google.com/104674797110854574041,€25 - €395,€296 - €4.7K
176,1553042126-4924,https://socialblade.com/youtube/top/5000/mostsubscribed,Boyce Avenue,https://socialblade.com/youtube/c/boyceaveenue,Boyce Avenue,357,12514257,4554939304,US,Music,"Sep 2nd, 2007",A-,,https://youtube.com/channel/UCgc00bfF_PvO_2AvqJZHXFg,,https://instagram.com/boyceavenue/,,https://plus.google.com/109318814722010933904,€11.8K - €188.8K,€141.6K - €2.3M
177,1553042123-4923,https://socialblade.com/youtube/top/5000/mostsubscribed,La Granja de Zenón,https://socialblade.com/youtube/c/cancionesdelagranjaoficial,La Granja de Zenón,176,12502970,6457630562,AR,Music,"Jun 6th, 2013",A,,https://youtube.com/channel/UCwpcLKMwiuPg4aqImpGk6Ew,,https://www.facebook.com/cancionesdelagranja,,https://plus.google.com/115953780859061321888,€63.5K - €1M,€762K - €12.2M
178,1553042110-4920,https://socialblade.com/youtube/top/5000/mostsubscribed,Mr Bean,https://socialblade.com/youtube/user/mrbean,Mr Bean,1460,12487018,4426076529,GB,Comedy,"Jan 4th, 2006",A,,https://youtube.com/channel/UCkAGrHCLFmlK3H2kd6isipg,,https://www.instagram.com/mrbean,,https://plus.google.com/117064443778026529343,€20.3K - €325.4K,€244K - €3.9M
179,1553042114-4921,https://socialblade.com/youtube/top/5000/mostsubscribed,AM3NlC,https://socialblade.com/youtube/c/am3nlc,AM3NlC,3906,12478691,3494078927,BR,People,"Dec 15th, 2012",A-,,https://youtube.com/channel/UCrGnb5RdHA9M6WGmBGYo4ZQ,,https://instagram.com/edukof,,https://plus.google.com/102736431794150843561,€10.5K - €167.6K,€125.7K - €2M
180,1553042098-4917,https://socialblade.com/youtube/top/5000/mostsubscribed,Troom Troom,https://socialblade.com/youtube/c/troomtroom,Troom Troom,823,12406280,3791836633,US,Howto,"Sep 12th, 2015",A,,https://youtube.com/channel/UCWwqHwqLSrdWMgp5DZG5Dzg,,https://www.facebook.com/troomhands,,https://www.instagram.com/troomtroom/,€49.3K - €788.5K,€591.4K - €9.5M
181,1553042094-4916,https://socialblade.com/youtube/top/5000/mostsubscribed,Romeo Santos,https://socialblade.com/youtube/user/romeo,Romeo Santos,14,12383188,337368027,US,Music,"Oct 7th, 2005",B,,https://youtube.com/channel/UCyxbZF7_PK4nLiexj0kkCNg,,https://instagram.com/romeosantos#,,https://plus.google.com/109290877071546548877,€557 - €8.9K,€6.7K - €107K
182,1553042046-4904,https://socialblade.com/youtube/top/5000/mostsubscribed,Rajshri,https://socialblade.com/youtube/user/rajshri,Rajshri,5623,12372807,6475172193,IN,Entertainment,"Mar 24th, 2006",A,https://youtube.com/channel/UCEKWXRsfUHkan-D_ljU8Asw,,https://twitter.com/rajshri,,,,€66K - €1.1M,€791.4K - €12.7M
183,1553042090-4915,https://socialblade.com/youtube/top/5000/mostsubscribed,Musas,https://socialblade.com/youtube/user/ppmussas,Musas,485,12365821,1555159642,MX,Howto,"Aug 28th, 2012",B+,,https://youtube.com/channel/UClnKzwo9CPkYix6V9jK4JTQ,,https://instagram.com/platicapolinesi,,https://plus.google.com/111744992644354414379,€6.1K - €97.5K,€73.1K - €1.2M
184,1553042082-4913,https://socialblade.com/youtube/top/5000/mostsubscribed,Like Nastya,https://socialblade.com/youtube/c/likenastya,Like Nastya,231,12290238,3643164469,RU,Entertainment,"Jan 14th, 2016",A,,https://youtube.com/channel/UCCI5Xsd_gCbZb9eTeOf9FdQ,,https://www.facebook.com/profile.php?id=100011342162982,,https://www.instagram.com/like_nastya_vlog/,€31.5K - €503.8K,€377.8K - €6M
185,1553042078-4912,https://socialblade.com/youtube/top/5000/mostsubscribed,Stacy Toys,https://socialblade.com/youtube/channel/UCS94J1s6-qc8v7btCdS2pNg,Stacy Toys,149,12275551,3775511965,US,,"Nov 14th, 2017",A,,https://youtube.com/channel/UCS94J1s6-qc8v7btCdS2pNg,,,,https://youtube.com/channel/UCS94J1s6-qc8v7btCdS2pNg,€56.4K - €902.2K,€676.7K - €10.8M
186,1553042074-4911,https://socialblade.com/youtube/top/5000/mostsubscribed,ChainsmokersVEVO,https://socialblade.com/youtube/user/chainsmokersvevo,ChainsmokersVEVO,136,12230955,8369816932,US,Music,"Oct 22nd, 2012",A,,https://youtube.com/channel/UCRzzwLpLiUNIs6YOPe33eMg,,https://instagram.com/thechainsmokers,,https://plus.google.com/u/0/101088342968425103745,€30.4K - €486.1K,€364.6K - €5.8M
187,1553042070-4910,https://socialblade.com/youtube/top/5000/mostsubscribed,Miley Cyrus,https://socialblade.com/youtube/c/mileycyrus,Miley Cyrus,75,12224175,305519023,US,Entertainment,"Sep 15th, 2009",B,,https://youtube.com/channel/UCn7dB9UMTBDjKtEKBy_XISw,,https://www.instagram.com/mileycyrus,,https://plus.google.com/110656665911406385567,€1.7K - €27K,€20.3K - €324.1K
188,1553042058-4907,https://socialblade.com/youtube/top/5000/mostsubscribed,The Slow Mo Guys,https://socialblade.com/youtube/user/theslowmoguys,The Slow Mo Guys,247,12190813,1667691706,US,Entertainment,"Aug 15th, 2010",B,,https://youtube.com/channel/UCUK0HBIBWgM2c4vsPhkYY4w,,https://twitter.com/gavinfree,,https://plus.google.com/101661585746188131708,€7.6K - €121.7K,€91.3K - €1.5M
189,1553042054-4906,https://socialblade.com/youtube/top/5000/mostsubscribed,Reaction Time,https://socialblade.com/youtube/c/reactiontimeofficial,Reaction Time,1378,12181503,3580937652,US,Entertainment,"Apr 25th, 2015",A,,https://youtube.com/channel/UChM5Ff2yVeIZ16EWiB081cg,,https://www.twitter.com/talfishman_,,https://www.instagram.com/talfishman_/?hl=en,€19.8K - €316.6K,€237.4K - €3.8M
190,1553042062-4908,https://socialblade.com/youtube/top/5000/mostsubscribed,5-Minute Crafts GIRLY,https://socialblade.com/youtube/channel/UC2etEuPIfohP4P53wM0KImA,5-Minute Crafts GIRLY,1273,12177203,1856502004,US,Howto,"Jan 18th, 2018",A,,https://youtube.com/channel/UC2etEuPIfohP4P53wM0KImA,,,,https://youtube.com/channel/UC2etEuPIfohP4P53wM0KImA,€40.8K - €653.1K,€489.8K - €7.8M
191,1553042051-4905,https://socialblade.com/youtube/top/5000/mostsubscribed,Technical Guruji,https://socialblade.com/youtube/c/technicalguruji,Technical Guruji,2189,12066121,1109586490,IN,Tech,"Oct 19th, 2015",A-,,https://youtube.com/channel/UCOhHO2ICt0ti9KAh-QHvttQ,,https://instagram.com/technicalguruji,,https://plus.google.com/+technicalguruji,€13.5K - €215.9K,€162K - €2.6M
192,1553042043-4903,https://socialblade.com/youtube/top/5000/mostsubscribed,Mister Max,https://socialblade.com/youtube/c/mrmaxlife,Mister Max,695,12035339,6681276966,GB,Entertainment,"Sep 22nd, 2014",A,,https://youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg,,https://youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg,,https://plus.google.com/113745874397726929568,€34.4K - €550.4K,€412.8K - €6.6M
193,1553042038-4902,https://socialblade.com/youtube/top/5000/mostsubscribed,DisneyMusicVEVO,https://socialblade.com/youtube/user/disneymusicvevo,DisneyMusicVEVO,773,12020991,7715627755,US,Music,"May 20th, 2010",A,,https://youtube.com/channel/UCgwv23FVv3lqh567yagXfNg,,https://www.instagram.com/disneymusic/,,https://plus.google.com/117344109242024502046,€29.4K - €471K,€353.2K - €5.7M
194,1553042034-4901,https://socialblade.com/youtube/top/5000/mostsubscribed,DemiLovatoVEVO,https://socialblade.com/youtube/c/demilovatovevi,DemiLovatoVEVO,165,12004905,4403928924,US,Music,"May 12th, 2009",B+,,https://youtube.com/channel/UCnyB9MYKRkSFK3IIB32CoVw,,https://www.instagram.com/ddlovato/,,https://plus.google.com/112469245422060142124,€6.7K - €107.7K,€80.8K - €1.3M
195,1553042022-4898,https://socialblade.com/youtube/top/5000/mostsubscribed,Britain's Got Talent,https://socialblade.com/youtube/user/britainsgottalent09,Britain's Got Talent,2187,11963008,7163769327,GB,Entertainment,"Apr 12th, 2008",A,,https://youtube.com/channel/UCUtZaxDF3hD5VK4xRYFBePQ,,https://www.instagram.com/bgt,,https://plus.google.com/113607040234584907448,€15.2K - €242.8K,€182.1K - €2.9M
196,1553042026-4899,https://socialblade.com/youtube/top/5000/mostsubscribed,Major Lazer,https://socialblade.com/youtube/c/majorlazer~,Major Lazer,242,11960967,6332458550,JM,Music,"Apr 30th, 2009",A-,,https://youtube.com/channel/UCMJ5Qf3sOvQpcYiai1Noa3Q,,https://instagram.com/majorlazer,,https://plus.google.com/108759476152800512425,€13.3K - €212.6K,€159.4K - €2.6M
197,1553042018-4897,https://socialblade.com/youtube/top/5000/mostsubscribed,Las Ratitas,https://socialblade.com/youtube/c/ratitaspandilleras,Las Ratitas,129,11943048,3345860579,ES,People,"Oct 18th, 2015",A,,https://youtube.com/channel/UCUY6t_N9MyEWu6I0ZXkbtKA,,https://www.facebook.com/ratitaspandilleras/,,https://www.instagram.com/las_ratitas_pandilleras/?hl=es,€78K - €1.2M,€935.6K - €15M
198,1553042010-4895,https://socialblade.com/youtube/top/5000/mostsubscribed,5-Minute Crafts KIDS,https://socialblade.com/youtube/channel/UC57XAjJ04TY8gNxOWf-Sy0Q,5-Minute Crafts KIDS,1490,11901649,2190071882,US,Howto,"Oct 30th, 2017",A,,https://youtube.com/channel/UC57XAjJ04TY8gNxOWf-Sy0Q,,,,https://youtube.com/channel/UC57XAjJ04TY8gNxOWf-Sy0Q,€36.2K - €579.1K,€434.3K - €6.9M
199,1553041998-4892,https://socialblade.com/youtube/top/5000/mostsubscribed,Manual do Mundo,https://socialblade.com/youtube/c/manualdomundo,Manual do Mundo,1438,11847324,2028986599,BR,Tech,"Jul 24th, 2006",B+,,https://youtube.com/channel/UCKHhA5hN2UohhFDfNXB_cvQ,,https://twitter.com/marifulfaro,,https://www.instagram.com/amarifulfaro,€5.5K - €88.2K,€66.2K - €1.1M
200,1553042002-4893,https://socialblade.com/youtube/top/5000/mostsubscribed,Zoella,https://socialblade.com/youtube/c/zoella280390,Zoella,377,11845560,1105056872,GB,Howto,"Feb 2nd, 2007",B-,,https://youtube.com/channel/UCWRV5AVOlKJR1Flvgt310Cw,,https://www.instagram.com/zoella,,https://plus.google.com/117119075551010938990,€276 - €4.4K,€3.3K - €53K
201,1553041990-4890,https://socialblade.com/youtube/top/5000/mostsubscribed,ABP NEWS,https://socialblade.com/youtube/c/abpnews,ABP NEWS,120340,11820271,3157711048,IN,News,"Jun 1st, 2012",A,,https://youtube.com/channel/UCRWFSbif-RFENbBrSiez1DA,,https://www.instagram.com/abpnewstv/?hl=en,,https://plus.google.com/107343050014571069122,€43.2K - €690.8K,€518.1K - €8.3M
202,1553041984-4888,https://socialblade.com/youtube/top/5000/mostsubscribed,Kids TV - Nursery Rhymes And Baby…,https://socialblade.com/youtube/c/kidstv,Kids TV - Nursery Rhymes And Baby Songs,2408,11790536,6085214571,US,Education,"Aug 30th, 2013",A,,https://youtube.com/channel/UC7Pq3Ko42YpkCB_Q4E981jw,,https://twitter.com/kidstv06tv,,https://instagram.com/kidstvofficial,€25.1K - €401.4K,€301K - €4.8M
203,1553041986-4889,https://socialblade.com/youtube/top/5000/mostsubscribed,CKN Toys,https://socialblade.com/youtube/c/ckntoys,CKN Toys,501,11789573,10238529566,AU,Entertainment,"Mar 28th, 2015",A,,https://youtube.com/channel/UCfaZw8XH_zmAVkBst_MPD6w,,https://youtube.com/channel/UCfaZw8XH_zmAVkBst_MPD6w,,https://plus.google.com/116014392691509257094,€85K - €1.4M,€1M - €16.3M
204,1553041974-4886,https://socialblade.com/youtube/top/5000/mostsubscribed,IGN,https://socialblade.com/youtube/c/ign-,IGN,131878,11773561,8768337240,US,Games,"Sep 19th, 2006",A,,https://youtube.com/channel/UCKy1dAqELo0zrOtPkf0eTMw,,https://www.instagram.com/igndotcom/?hl=en,,https://plus.google.com/100801061924982065053,€19K - €304K,€228K - €3.6M
205,1553041970-4885,https://socialblade.com/youtube/top/5000/mostsubscribed,Pitbull,https://socialblade.com/youtube/c/pitbull,Pitbull,222,11713938,212779073,US,Music,"Jul 5th, 2006",B,,https://youtube.com/channel/UCv8nzwVPQDRjkPCkEsOdEwA,,https://instagram.com/pitbull,,https://plus.google.com/117891208395394989624,€538 - €8.6K,€6.5K - €103.3K
206,1553041966-4884,https://socialblade.com/youtube/top/5000/mostsubscribed,NikkieTutorials,https://socialblade.com/youtube/c/nikkie-tutorials,NikkieTutorials,712,11704836,1016254155,NL,Howto,"Jun 23rd, 2008",B+,,https://youtube.com/channel/UCzTKskwIc_-a0cGvCXA848Q,,https://instagram.com/nikkietutorials#,,https://plus.google.com/111801037109032314792,€2.8K - €44.9K,€33.7K - €539.2K
207,1553041962-4883,https://socialblade.com/youtube/top/5000/mostsubscribed,FaZe Rug,https://socialblade.com/youtube/c/orugrat////,FaZe Rug,1407,11669354,2251162363,US,Games,"Jul 12th, 2012",A-,,https://youtube.com/channel/UCilwZiBBfI9X6yiZRzWty8Q,,https://instagram.com/rugfaze/,,https://plus.google.com/117370894036907734339,€9.3K - €148.3K,€111.2K - €1.8M
208,1553041950-4880,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ???? ????? |…,https://socialblade.com/youtube/user/toyoraljanahtv,???? ???? ????? | toyoraljanahtv,2317,11613765,10070454598,JO,Music,"Nov 24th, 2008",A,,https://youtube.com/channel/UCozAuGJZ5MPoijz8IE_1Gtw,,https://www.instagram.com/toyoraljanahtv.ar/,,https://plus.google.com/106582062069831071843,€79.8K - €1.3M,€957.4K - €15.3M
209,1553041954-4881,https://socialblade.com/youtube/top/5000/mostsubscribed,H2ODelirious,https://socialblade.com/youtube/c/h2o-delirious,H2ODelirious,1749,11602864,2702497722,US,Games,"May 24th, 2007",B+,,https://youtube.com/channel/UCClNRixXlagwAd--5MwJKCw,,https://www.twitter.com/h2odelirious,,https://plus.google.com/114787561221677056913,€6.3K - €100K,€75K - €1.2M
210,1553041958-4882,https://socialblade.com/youtube/top/5000/mostsubscribed,Sky Does Everything,https://socialblade.com/youtube/c/adamdg,Sky Does Everything,1903,11601707,3783345590,US,Games,"Feb 28th, 2011",B,,https://youtube.com/channel/UCKlhpmbHGxBE6uw9B_uLeqQ,,https://instagram.com/skydoesstuff,,https://plus.google.com/114330969532808567850,€541 - €8.7K,€6.5K - €103.9K
211,1553041928-4875,https://socialblade.com/youtube/top/5000/mostsubscribed,David Dobrik,https://socialblade.com/youtube/c/daviddobrik,David Dobrik,554,11556003,4208248860,US,People,"Dec 19th, 2014",A,,https://youtube.com/channel/UCmh5gdwCx6lN7gEC20leNVA,,https://instagram.com/daviddobrik,,https://plus.google.com/107834606766064242444,€43.2K - €690.7K,€518K - €8.3M
212,1553041942-4878,https://socialblade.com/youtube/top/5000/mostsubscribed,Little Mix,https://socialblade.com/youtube/c/littlemix,Little Mix,242,11551989,61844614,GB,Music,"Nov 30th, 2011",B,,https://youtube.com/channel/UCIvqWqjC4aLvp7zI8hzARrA,,https://twitter.com/littlemix,,https://plus.google.com/117654210725741651134,€1.4K - €21.9K,€16.4K - €263.2K
213,1553041938-4877,https://socialblade.com/youtube/top/5000/mostsubscribed,Lindsey Stirling,https://socialblade.com/youtube/c/stirling,Lindsey Stirling,118,11540895,2553838661,US,Music,"May 20th, 2007",B+,,https://youtube.com/channel/UCyC_4jvPzLiSkJkLIkA7B8g,,https://twitter.com/lindseystirling,,https://instagram.com/lindseystirling,€5.8K - €92.2K,€69.2K - €1.1M
