,web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
214,1553041924-4874,https://socialblade.com/youtube/top/5000/mostsubscribed,MattyBRaps,https://socialblade.com/youtube/user/mattybraps,MattyBRaps,242,11534777,5339679100,US,Music,"May 31st, 2010",A-,,https://youtube.com/channel/UCmdY1pHB-KbFYxOyhwjVeQw,,https://twitter.com/mattybraps,,https://instagram.com/mattybraps,€17K - €272K,€204K - €3.3M
215,1553041904-4869,https://socialblade.com/youtube/top/5000/mostsubscribed,Ricis Official,https://socialblade.com/youtube/c/ricisofficial1795,Ricis Official,481,11505892,1274778500,ID,Entertainment,"Jan 15th, 2016",A,,https://youtube.com/channel/UC4tS4Q_Cno5JVcIUXxQOOpA,,https://twitter.com/riaricis,,https://www.instagram.com/riaricis1795/,€30.4K - €486.5K,€364.9K - €5.8M
216,1553041916-4872,https://socialblade.com/youtube/top/5000/mostsubscribed,Anitta,"https://socialblade.com/youtube/c/anitta,",Anitta,44,11503784,3438091236,BR,Music,"Nov 2nd, 2011",A,,https://youtube.com/channel/UCqjjyPUghDSSKFBABM_CXMw,,https://instagram.com/anitta,,https://plus.google.com/110684984832063282499,€24.6K - €393.5K,€295.2K - €4.7M
217,1553041920-4873,https://socialblade.com/youtube/top/5000/mostsubscribed,AviciiOfficialVEVO,https://socialblade.com/youtube/c/avicii-vevo,AviciiOfficialVEVO,110,11502641,6093727950,SE,Music,"Nov 29th, 2011",A,,https://youtube.com/channel/UC1SqP7_RfOC9Jf9L_GRHANg,,https://instagram.com/avicii,,https://plus.google.com/111412333551017687091,€18.3K - €293.4K,€220K - €3.5M
218,1553041908-4870,https://socialblade.com/youtube/top/5000/mostsubscribed,iTownGamePlay *Terror&Diversión*,https://socialblade.com/youtube/user/itowngameplay,iTownGamePlay *Terror&Diversión*,5336,11472890,3533147798,ES,Entertainment,"Feb 15th, 2012",B+,,https://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA,,https://twitter.com/towngameplay,,https://www.instagram.com/itownyt/,€4.8K - €76.1K,€57.1K - €913.3K
219,1553041895-4867,https://socialblade.com/youtube/top/5000/mostsubscribed,The Game Theorists,https://socialblade.com/youtube/c/gametheorists,The Game Theorists,507,11452798,1958614141,US,Games,"Aug 22nd, 2009",B+,,https://youtube.com/channel/UCo_IB5145EVNcf8hw1Kku7w,,https://www.twitter.com/matpatgt/,,https://instagram.com/matpatgt/,€5.8K - €93.4K,€70K - €1.1M
220,1553041883-4864,https://socialblade.com/youtube/top/5000/mostsubscribed,DeToxoMoroxo,https://socialblade.com/youtube/c/jquintanac5detoxomorocho,DeToxoMoroxo,326,11379500,1295346483,MX,Entertainment,"Sep 3rd, 2012",B+,,https://youtube.com/channel/UCq_oSgHK9lk6NUUgkhUOPnw,,https://www.facebook.com/de-toxomoroxo-636198166497335/,,https://twitter.com/detoxomoroxo,€8.9K - €143.1K,€107.3K - €1.7M
221,1553041891-4866,https://socialblade.com/youtube/top/5000/mostsubscribed,ShawnMendesVEVO,https://socialblade.com/youtube/c/shawnmendes-vevo,ShawnMendesVEVO,113,11362955,5782256538,US,Music,"Jun 10th, 2014",A,,https://youtube.com/channel/UC4-TgOSMJHn-LtY4zCzbQhw,,https://instagram.com/shawnmendes,,https://plus.google.com/117511683220070404357/posts,€20.8K - €333.5K,€250.1K - €4M
222,1553041879-4863,https://socialblade.com/youtube/top/5000/mostsubscribed,NORMAN FAIT DES VIDÉOS,https://socialblade.com/youtube/user/normanfaitdesvideos,NORMAN FAIT DES VIDÉOS,160,11355982,2092065032,FR,Comedy,"Jan 4th, 2011",B+,,https://youtube.com/channel/UCww2zZWg4Cf5xcRKG-ThmXQ,,https://instagram.com/normanthavaud,,https://plus.google.com/116607079478450088599,€6.7K - €107.5K,€80.6K - €1.3M
223,1553041875-4862,https://socialblade.com/youtube/top/5000/mostsubscribed,Wassabi,https://socialblade.com/youtube/c/wassabi,Wassabi,888,11353926,4037071898,US,Entertainment,"Jan 25th, 2006",B+,,https://youtube.com/channel/UCNdqe5zJ6k-i7XKoYWA4Z2g,,https://www.instagram.com/alexwassabi,,https://plus.google.com/113879879674568274799,€5.5K - €88.5K,€66.4K - €1.1M
224,1553041867-4860,https://socialblade.com/youtube/top/5000/mostsubscribed,Kurt Hugo Schneider,https://socialblade.com/youtube/user/kurthugoschneider,Kurt Hugo Schneider,477,11331174,2888593446,US,Entertainment,"Oct 16th, 2007",B+,,https://youtube.com/channel/UCplkk3J5wrEl0TNrthHjq4Q,,https://www.instagram.com/kurtschneider,,https://plus.google.com/114027500345151938410,€5.8K - €92.5K,€69.4K - €1.1M
225,1553041863-4859,https://socialblade.com/youtube/top/5000/mostsubscribed,MrSuicideSheep,https://socialblade.com/youtube/user/mrsuicidesheep,MrSuicideSheep,2232,11320668,4592996116,CA,Entertainment,"Apr 9th, 2010",A,,https://youtube.com/channel/UC5nc_ZtjKW1htCVZVRxlQAQ,,https://www.facebook.com/mrsuicidesheep,,https://plus.google.com/111592226672925492691,€20.7K - €330.5K,€247.9K - €4M
226,1553041859-4858,https://socialblade.com/youtube/top/5000/mostsubscribed,TV Shows,https://socialblade.com/youtube/user/youtubeshowsus,TV Shows,0,11311651,0,US,Games,"Aug 31st, 2012",D-,,https://youtube.com/channel/UCl8dMTqDrJQ0c8y23UBu4kQ,,https://youtube.com/channel/UCl8dMTqDrJQ0c8y23UBu4kQ,,https://plus.google.com/101860838826259154910,€0 - €0,€0 - €0
227,1553041855-4857,https://socialblade.com/youtube/top/5000/mostsubscribed,Hip Hop Music - Topic,https://socialblade.com/youtube/channel/UCUnSTiCHiHgZA9NQUG6lZkQ,Hip Hop Music - Topic,0,11273156,0,,Games,"Dec 20th, 2013",D-,,https://youtube.com/channel/UCUnSTiCHiHgZA9NQUG6lZkQ,,,,https://youtube.com/channel/UCUnSTiCHiHgZA9NQUG6lZkQ,€0 - €0,€0 - €0
228,1553041851-4856,https://socialblade.com/youtube/top/5000/mostsubscribed,CookieSwirlC,https://socialblade.com/youtube/c/cookieswirlc,CookieSwirlC,3061,11269378,10896443831,US,Entertainment,"Nov 3rd, 2013",A,,https://youtube.com/channel/UCelMeixAOTs2OQAAi9wU8-g,,https://instagram.com/cookieswirlc,,https://plus.google.com/101851096110463521121,€49.3K - €789.3K,€592K - €9.5M
229,1553041837-4852,https://socialblade.com/youtube/top/5000/mostsubscribed,NaoFun Toys,https://socialblade.com/youtube/user/naodisneytoys,NaoFun Toys,1643,11248643,4516644393,US,Entertainment,"Feb 1st, 2014",A-,https://youtube.com/channel/UCS3VJQpFmLbBd5qsWci9KPA,,,,,,€15.9K - €254.5K,€190.9K - €3.1M
230,1553041847-4855,https://socialblade.com/youtube/top/5000/mostsubscribed,TheWeekndVEVO,https://socialblade.com/youtube/user/theweekndvevo,TheWeekndVEVO,44,11221952,7483201040,CA,Music,"Jul 13th, 2011",A,,https://youtube.com/channel/UCF_fDSgPpBQuh1MsUTgIARQ,,https://twitter.com/theweeknd,,https://plus.google.com/108901186255632042450,€24K - €383.8K,€287.9K - €4.6M
231,1553041843-4854,https://socialblade.com/youtube/top/5000/mostsubscribed,JFlaMusic,https://socialblade.com/youtube/c/jflamusic,JFlaMusic,221,11209545,2083548930,KR,Music,"Aug 22nd, 2011",A-,,https://youtube.com/channel/UClkRzsdvg7_RKVhwDwiDZOA,,https://instagram.com/jfla/,,https://plus.google.com/115158894435544368216,€12K - €192.7K,€144.5K - €2.3M
232,1553041823-4849,https://socialblade.com/youtube/top/5000/mostsubscribed,ashish chanchlani vines,https://socialblade.com/youtube/c/ashishchanchlanivines,ashish chanchlani vines,125,11189948,977471969,IN,Comedy,"Jul 6th, 2009",A,,https://youtube.com/channel/UC7eHZXheF8nVOfwB2PEslMw,,https://www.instagram.com/ashish_chanchlani_vines,,https://plus.google.com/107645636673309732676,€13.6K - €217.2K,€162.9K - €2.6M
233,1553041839-4853,https://socialblade.com/youtube/top/5000/mostsubscribed,Fatos Desconhecidos,https://socialblade.com/youtube/c/fatosdesconhecidos,Fatos Desconhecidos,2299,11185796,1334939729,BR,Entertainment,"Sep 26th, 2013",B+,,https://youtube.com/channel/UCbAiIkPobUFy71zlmwVw3jw,,https://instagram.com/fatosdesconhecidos,,https://plus.google.com/100669154746537987709,€6.6K - €105.1K,€78.8K - €1.3M
234,1553041815-4847,https://socialblade.com/youtube/top/5000/mostsubscribed,Lachlan,https://socialblade.com/youtube/c/lachlan-,Lachlan,3153,11127416,2785130706,AU,Games,"Mar 19th, 2013",A,,https://youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg,,https://instagram.com/lachlan,,https://plus.google.com/114464076813477806414,€38.9K - €622.4K,€466.8K - €7.5M
235,1553041819-4848,https://socialblade.com/youtube/top/5000/mostsubscribed,5incominutos,https://socialblade.com/youtube/user/5incominutos,5incominutos,289,11110080,825409133,BR,Entertainment,"Jul 25th, 2010",B,,https://youtube.com/channel/UC3RpTX6fEMJ6KBNTTgXJB9w,,https://www.instagram.com/kehhbuchmann,,https://plus.google.com/113767701473004715106,€319 - €5.1K,€3.8K - €61.2K
236,1553041780-4838,https://socialblade.com/youtube/top/5000/mostsubscribed,Makiman131,https://socialblade.com/youtube/user/makiman131,Makiman131,2456,11097491,2632413715,ES,Entertainment,"Feb 12th, 2013",A-,https://youtube.com/channel/UCevY-z55kr37ZAXG15F-KiA,,https://twitter.com/makiman131,,https://www.instagram.com/makiman131yt/,,€14.5K - €231.7K,€173.8K - €2.8M
237,1553041811-4846,https://socialblade.com/youtube/top/5000/mostsubscribed,Dani Russo Tv,https://socialblade.com/youtube/c/danirussotv,Dani Russo Tv,121,11083280,495084952,BR,Comedy,"Jul 15th, 2014",B,,https://youtube.com/channel/UCgdnrd2Ae_H07_N8j1l18Xw,,https://www.twitter.com/danirussotv,,https://instagram.com/danirussotv,€1.7K - €27.3K,€20.5K - €327.5K
238,1553041807-4845,https://socialblade.com/youtube/top/5000/mostsubscribed,The King of Random,https://socialblade.com/youtube/c/thekingofrandom,The King of Random,871,11052227,2227363323,US,Education,"Jan 4th, 2010",B+,,https://youtube.com/channel/UC1zZE_kJ8rQHgLTVfobLi_g,,https://www.twitter.com/thekingofrandom,,https://www.instagram.com/thekingofrandom,€9.6K - €152.9K,€114.6K - €1.8M
239,1553041804-4844,https://socialblade.com/youtube/top/5000/mostsubscribed,CaseyNeistat,https://socialblade.com/youtube/c/caseyneistatofficial,CaseyNeistat,1002,11050039,2525258515,US,People,"Feb 15th, 2010",B+,,https://youtube.com/channel/UCtinbF-Q-fVthA0qrFQTgXQ,,https://instagram.com/caseyneistat,,https://plus.google.com/116705471229955009253,€4.3K - €69.3K,€52K - €831.7K
240,1553041799-4843,https://socialblade.com/youtube/top/5000/mostsubscribed,TazerCraft,https://socialblade.com/youtube/c/tazercraftt,TazerCraft,3081,11047969,3753748206,BR,Games,"Jul 13th, 2011",B+,,https://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ,,https://instagram.com/tazercraft/,,https://plus.google.com/116304531917397332841,€6.5K - €103.8K,€77.8K - €1.2M
241,1553041795-4842,https://socialblade.com/youtube/top/5000/mostsubscribed,CrazyRussianHacker,https://socialblade.com/youtube/c/crazyrussianhacke,CrazyRussianHacker,1308,11021311,2542397640,US,Tech,"May 18th, 2012",B+,,https://youtube.com/channel/UCe_vXdMrHHseZ_esYUskSBw,,https://instagram.com/crazyrussianhacker,,https://plus.google.com/105651555129203736099,€4.3K - €68.5K,€51.3K - €821.6K
242,1553041783-4839,https://socialblade.com/youtube/top/5000/mostsubscribed,BIGBANG,https://socialblade.com/youtube/user/bigbang,BIGBANG,773,10991647,5144986591,KR,Music,"Oct 10th, 2005",A-,,https://youtube.com/channel/UCzw-C7fNfs018R1FzIKnlaA,,https://twitter.com/yg_globalvip,,https://plus.google.com/100618677995419269194,€13.5K - €215.7K,€161.8K - €2.6M
243,1553041775-4837,https://socialblade.com/youtube/top/5000/mostsubscribed,NBA,https://socialblade.com/youtube/c/=nba,NBA,30259,10970510,5441227061,US,Sports,"Nov 21st, 2005",A,,https://youtube.com/channel/UCWJ2lWNubArHWmf3FIHbfcQ,,https://www.twitter.com/nba,,https://www.instagram.com/nba,€20.5K - €328.1K,€246.1K - €3.9M
244,1553041771-4836,https://socialblade.com/youtube/top/5000/mostsubscribed,Minecraft - Topic,https://socialblade.com/youtube/channel/UCQvWX73GQygcwXOTSf_VDVg,Minecraft - Topic,0,10936824,0,,Games,"Dec 20th, 2013",D-,,https://youtube.com/channel/UCQvWX73GQygcwXOTSf_VDVg,,,,https://youtube.com/channel/UCQvWX73GQygcwXOTSf_VDVg,€0 - €0,€0 - €0
245,1553041767-4835,https://socialblade.com/youtube/top/5000/mostsubscribed,SSundee,https://socialblade.com/youtube/user/ssundee,SSundee,2085,10921694,4410580310,US,Games,"Nov 28th, 2009",B+,,https://youtube.com/channel/UCke6I9N4KfC968-yRcd5YRg,,https://twitter.com/ssundee,,https://plus.google.com/111476406447012643963,€17.1K - €273.5K,€205.1K - €3.3M
246,1553041763-4834,https://socialblade.com/youtube/top/5000/mostsubscribed,REACT,https://socialblade.com/youtube/user/react,REACT,1560,10916568,3472328247,US,Entertainment,"Jul 30th, 2013",A-,,https://youtube.com/channel/UCHEf6T_gVq4tlW5i91ESiWg,,https://instagram.com/fbe,,https://plus.google.com/103104089928901545212,€12.8K - €205.2K,€153.9K - €2.5M
247,1553041759-4833,https://socialblade.com/youtube/top/5000/mostsubscribed,TheOdd1sOut,https://socialblade.com/youtube/c/theodd1soutcomic,TheOdd1sOut,110,10915615,1901866014,US,Comedy,"Aug 30th, 2014",A,,https://youtube.com/channel/UCo8bcnLyZH8tBIH9V1mLgqQ,,https://twitter.com/theodd1sout,,https://plus.google.com/106768254496246595568,€23.8K - €380.5K,€285.4K - €4.6M
248,1553041755-4832,https://socialblade.com/youtube/top/5000/mostsubscribed,Everson Zoio,https://socialblade.com/youtube/c/eversonzoioo,Everson Zoio,370,10830834,686325981,BR,Comedy,"Mar 26th, 2009",B,,https://youtube.com/channel/UChPa3fnlI3RKuzEbeEPKRFw,,https://twitter.com/eversonzoio,,https://www.instagram.com/eversonzoio/,€1.3K - €20.8K,€15.6K - €249.1K
249,1553041747-4830,https://socialblade.com/youtube/top/5000/mostsubscribed,RiceGum,https://socialblade.com/youtube/user/ricegum,RiceGum,310,10790382,1978790121,US,Entertainment,"Sep 25th, 2012",B+,,https://youtube.com/channel/UCDo9msNItILnyF_Y2eHaNQg,,https://www.instagram.com/rice,,https://plus.google.com/105967995949457804063,€4.1K - €65.4K,€49K - €784.6K
250,1553041743-4829,https://socialblade.com/youtube/top/5000/mostsubscribed,Noor Stars,https://socialblade.com/youtube/c/noorstars,Noor Stars,415,10773388,1216537436,AE,Entertainment,"Apr 24th, 2014",A-,,https://youtube.com/channel/UChOPyo-uWLVi5uO53mSBX-w,,https://www.instagram.com/noorstars21/,,https://plus.google.com/102066420667891707869,€9.4K - €150.1K,€112.6K - €1.8M
251,1553041739-4828,https://socialblade.com/youtube/top/5000/mostsubscribed,MileyCyrusVEVO,https://socialblade.com/youtube/user/mileycyrusvevo,MileyCyrusVEVO,54,10712918,3501049120,US,Music,"May 12th, 2009",B+,,https://youtube.com/channel/UCdI8evszfZvyAl2UVCypkTA,,https://instagram.com/mileycyrus/,,https://plus.google.com/103497726273328340268,€5.2K - €83.6K,€62.7K - €1M
252,1553041731-4826,https://socialblade.com/youtube/top/5000/mostsubscribed,Baby Big Mouth,https://socialblade.com/youtube/user/itsbabybigmouth,Baby Big Mouth,3561,10677217,11396962817,CA,Entertainment,"Mar 5th, 2013",A,,https://youtube.com/channel/UCWr4vlkj5xXQ4bSXNeTT2AA,,https://youtube.com/channel/UCWr4vlkj5xXQ4bSXNeTT2AA,,https://plus.google.com/115402802704553708670,€26.5K - €423.7K,€317.8K - €5.1M
253,1553041723-4824,https://socialblade.com/youtube/top/5000/mostsubscribed,RomanAtwood,https://socialblade.com/youtube/c/romanatwod,RomanAtwood,118,10628230,1468051970,US,Entertainment,"Nov 18th, 2009",B,,https://youtube.com/channel/UCnOVVuoLJ_1YY8A0V802wHA,,https://instagram.com/romanatwood,,https://plus.google.com/114210915341017217444,€484 - €7.8K,€5.8K - €93K
254,1553041715-4822,https://socialblade.com/youtube/top/5000/mostsubscribed,FGTeeV,https://socialblade.com/youtube/user/fgteev,FGTeeV,1221,10585709,10325959397,US,Games,"May 24th, 2013",A,,https://youtube.com/channel/UCC-RHF_77zQdKcA75hr5oTQ,,https://www.facebook.com/skylanderkids,,https://plus.google.com/113145265194019103977,€73.1K - €1.2M,€877.5K - €14M
255,1553041707-4820,https://socialblade.com/youtube/top/5000/mostsubscribed,ImagineDragonsVEVO,https://socialblade.com/youtube/user/imaginedragonsvevo,ImagineDragonsVEVO,104,10541195,6626682774,US,Music,"Jan 23rd, 2012",A,,https://youtube.com/channel/UCpx_k19S2vUutWUUM9qmXEg,,https://www.facebook.com/imaginedragons,,https://twitter.com/imaginedragons,€43.2K - €690.9K,€518.2K - €8.3M
256,1553041703-4819,https://socialblade.com/youtube/top/5000/mostsubscribed,Miranda Sings,https://socialblade.com/youtube/c/mirandasings,Miranda Sings,795,10522670,1954241197,US,Entertainment,"Jan 31st, 2008",B+,,https://youtube.com/channel/UC1OFDlfdRb6ma1ZGZd07gWA,,https://www.twitter.com/mirandasings,,https://plus.google.com/100485419617216299136,€5K - €79.4K,€59.6K - €952.8K
257,1553041691-4816,https://socialblade.com/youtube/top/5000/mostsubscribed,Geet MP3,https://socialblade.com/youtube/c/geetmp3,Geet MP3,190,10503567,2672316745,IN,,"Oct 22nd, 2016",A,,https://youtube.com/channel/UClZF7OsrECe3t_ADrjZEh_Q,,https://www.twitter.com/geetmp3,,https://www.instagram.com/geetmp3,€51.7K - €826.8K,€620.1K - €9.9M
258,1553041695-4817,https://socialblade.com/youtube/top/5000/mostsubscribed,fouseyTUBE,https://socialblade.com/youtube/c/fouseytube3,fouseyTUBE,148,10481891,1566541469,US,Entertainment,"Mar 21st, 2011",B,,https://youtube.com/channel/UC1r4VtVE__5K6c_L_3Vlxxg,,https://twitter.com/#!/youseferakat,,https://www.instagram.com/fousey,€1.3K - €21.2K,€15.9K - €253.9K
259,1553041683-4814,https://socialblade.com/youtube/top/5000/mostsubscribed,Jennifer Lopez,https://socialblade.com/youtube/c/jlo,Jennifer Lopez,88,10466238,137090865,US,Music,"Nov 18th, 2005",B,,https://youtube.com/channel/UCr8RjWUQ_9KYcIPmWiqBroQ,,https://instagram.com/jlo,,https://plus.google.com/111147757100259443270,€963 - €15.4K,€11.6K - €184.9K
260,1553041687-4815,https://socialblade.com/youtube/top/5000/mostsubscribed,EU FICO LOKO,https://socialblade.com/youtube/user/euficoloko,EU FICO LOKO,800,10466025,894179141,BR,Comedy,"Jun 11th, 2010",B,,https://youtube.com/channel/UCwQSkyrft0ohf-ra21yIs9Q,,https://instagram.com/christian_fig,,https://plus.google.com/100750345914784633911,€1.3K - €21K,€15.8K - €252.4K
261,1553041679-4813,https://socialblade.com/youtube/top/5000/mostsubscribed,Toys AndMe,"https://socialblade.com/youtube/c/toysandme,",Toys AndMe,663,10436184,2453750916,GB,Entertainment,"Apr 5th, 2015",B+,,https://youtube.com/channel/UC6sSkkemzPjmrzS0Y0V_2zw,,https://instagram.com/toys_andme/,,https://plus.google.com/105848626160822582413,€9K - €144.5K,€108.4K - €1.7M
262,1553041672-4811,https://socialblade.com/youtube/top/5000/mostsubscribed,Hear This Music,https://socialblade.com/youtube/c/hearthismusictv,Hear This Music,28,10423510,5068933785,PR,Music,"Feb 13th, 2016",A,,https://youtube.com/channel/UCz2SUbUr2k0T3nEmutgsPjg,,,,https://youtube.com/channel/UCz2SUbUr2k0T3nEmutgsPjg,€22.6K - €362K,€271.5K - €4.3M
263,1553041675-4812,https://socialblade.com/youtube/top/5000/mostsubscribed,SiaVEVO,https://socialblade.com/youtube/user/siavevo,SiaVEVO,98,10420764,7508859092,US,Music,"May 12th, 2009",A,,https://youtube.com/channel/UCmKdSrwf1e8coqAzUsrVHZw,,https://www.instagram.com/siathisisacting,,https://plus.google.com/103939161069181726528,€24.7K - €394.8K,€296.1K - €4.7M
264,1553041667-4810,https://socialblade.com/youtube/top/5000/mostsubscribed,Tu COSMOPOLIS,https://socialblade.com/youtube/c/tucosmopolis,Tu COSMOPOLIS,1802,10412418,1896113245,MX,People,"Aug 28th, 2014",A,,https://youtube.com/channel/UCo4ywJQXfUIB0lCBpczW3cA,,https://twitter.com/tucosmopolis/,,https://plus.google.com/100823851659435789882,€24.8K - €396.5K,€297.4K - €4.8M
265,1553041643-4804,https://socialblade.com/youtube/top/5000/mostsubscribed,Enaldinho,https://socialblade.com/youtube/c/theenaldinho,Enaldinho,511,10359263,1187959061,BR,Comedy,"Nov 7th, 2012",A-,,https://youtube.com/channel/UC2bYhAHyaqfWlPXWBVk4BcA,,https://twitter.com/enaldinho1,,https://instagram.com/enaldinho/,€11.6K - €185.4K,€139K - €2.2M
